SaleID,Date,CustomerID,Product,Category,Quantity,UnitPrice,Discount,TotalAmount,GST(18%),TotalWithGST,PaymentMethod,City,Country,Region,SalesRep
202501-00168,2025-01-18,CUST-4918,"27"" Monitor",Electronics,4,1822.35,0.15,6195.99,1115.28,7311.27,Net Banking,London,UK,EMEA,Olivia Martin
202501-00169,2025-01-17,CUST-9641,Noise-Canceling Headphones,Audio,2,332.25,0.00,664.50,119.61,784.11,Debit Card,San Francisco,USA,North America,Chris Johnson
202501-00170,2025-01-21,CUST-8873,External SSD 1TB,Storage,3,193.09,0.00,579.27,104.27,683.54,UPI,Bengaluru,India,APAC,Rohit Iyer
202501-00171,2025-01-09,CUST-8361,Printer,Office,5,141.89,0.05,673.98,121.32,795.30,Net Banking,Berlin,Germany,EMEA,James Wilson
202501-00172,2025-01-14,CUST-1872,Noise-Canceling Headphones,Audio,5,168.37,0.00,841.85,151.53,993.38,UPI,New York,USA,North America,Chris Johnson
202501-00173,2025-01-11,CUST-2623,External SSD 1TB,Storage,3,249.93,0.10,674.81,121.47,796.28,Net Banking,Hyderabad,India,APAC,Arun Kumar
202501-00174,2025-01-15,CUST-1086,Printer,Office,1,87.98,0.05,83.58,15.04,98.62,Cash on Delivery,Vancouver,Canada,North America,Sarah Miller
202501-00175,2025-01-04,CUST-5720,Mechanical Keyboard,Accessories,3,27.06,0.15,69.00,12.42,81.42,Credit Card,Chennai,India,APAC,Arun Kumar
202501-00176,2025-01-20,CUST-9782,"Laptop 13""",Electronics,5,1213.84,0.00,6069.20,1092.46,7161.66,UPI,Sydney,Australia,APAC,Asha Verma
202501-00177,2025-01-20,CUST-6780,Mechanical Keyboard,Accessories,5,68.32,0.00,341.60,61.49,403.09,Credit Card,Vancouver,Canada,North America,Michael Brown
202501-00178,2025-01-03,CUST-9618,Smartphone 128GB,Electronics,5,1604.86,0.00,8024.30,1444.37,9468.67,Net Banking,Toronto,Canada,North America,Chris Johnson
202501-00179,2025-01-21,CUST-7338,USB-C Hub,Accessories,3,114.62,0.00,343.86,61.89,405.75,UPI,New York,USA,North America,Chris Johnson
202501-00180,2025-01-25,CUST-6447,Wireless Mouse,Accessories,1,59.32,0.05,56.35,10.14,66.49,Wallet,Melbourne,Australia,APAC,Arun Kumar
202501-00181,2025-01-21,CUST-3986,Webcam HD,Accessories,2,18.83,0.00,37.66,6.78,44.44,Net Banking,Delhi,India,APAC,Mei Lin
202501-00182,2025-01-07,CUST-1717,Webcam HD,Accessories,2,134.01,0.10,241.22,43.42,284.64,Cash on Delivery,Munich,Germany,EMEA,Olivia Martin
202501-00183,2025-01-09,CUST-1599,Webcam HD,Accessories,2,50.06,0.00,100.12,18.02,118.14,Credit Card,Manchester,UK,EMEA,Liam Schmidt
202501-00184,2025-01-04,CUST-7029,Noise-Canceling Headphones,Audio,4,305.02,0.00,1220.08,219.61,1439.69,Net Banking,Manchester,UK,EMEA,Sofia Rossi
202501-00185,2025-01-16,CUST-9151,USB-C Hub,Accessories,5,47.34,0.15,201.20,36.22,237.42,Credit Card,Sydney,Australia,APAC,Rohit Iyer
202501-00186,2025-01-18,CUST-5813,USB-C Hub,Accessories,1,21.21,0.00,21.21,3.82,25.03,UPI,Melbourne,Australia,APAC,Arun Kumar
202501-00187,2025-01-06,CUST-8272,USB-C Hub,Accessories,4,15.93,0.00,63.72,11.47,75.19,UPI,Sydney,Australia,APAC,Mei Lin
202501-00188,2025-01-21,CUST-1939,"Laptop 15""",Electronics,4,822.13,0.00,3288.52,591.93,3880.45,Wallet,Pune,India,APAC,Asha Verma
202501-00189,2025-01-05,CUST-8179,"Laptop 13""",Electronics,2,274.38,0.00,548.76,98.78,647.54,UPI,Berlin,Germany,EMEA,Olivia Martin
202501-00190,2025-01-31,CUST-1530,Smartwatch,Wearables,2,433.11,0.00,866.22,155.92,1022.14,UPI,Melbourne,Australia,APAC,Asha Verma
202501-00191,2025-01-19,CUST-3255,Smartphone 128GB,Electronics,3,886.36,0.00,2659.08,478.63,3137.71,Debit Card,Chennai,India,APAC,Asha Verma
202501-00192,2025-01-24,CUST-4048,Bluetooth Speaker,Audio,5,173.19,0.10,779.36,140.28,919.64,UPI,Melbourne,Australia,APAC,Rohit Iyer
202501-00193,2025-01-20,CUST-5678,Standing Desk,Furniture,4,296.16,0.00,1184.64,213.24,1397.88,Net Banking,Pune,India,APAC,Arun Kumar
202501-00194,2025-01-03,CUST-6236,Office Chair,Furniture,3,744.40,0.10,2009.88,361.78,2371.66,UPI,Pune,India,APAC,Rohit Iyer
202501-00195,2025-01-26,CUST-6922,Smartphone 128GB,Electronics,2,374.52,0.05,711.59,128.09,839.68,Debit Card,Toronto,Canada,North America,Chris Johnson
202501-00196,2025-01-12,CUST-7044,Bluetooth Speaker,Audio,5,78.02,0.00,390.10,70.22,460.32,Credit Card,London,UK,EMEA,Olivia Martin
202501-00197,2025-01-23,CUST-8842,Smartphone 128GB,Electronics,4,1572.95,0.00,6291.80,1132.52,7424.32,Credit Card,Hyderabad,India,APAC,Mei Lin
202501-00198,2025-01-21,CUST-2215,Bluetooth Speaker,Audio,4,281.64,0.05,1070.23,192.64,1262.87,Debit Card,Sydney,Australia,APAC,Asha Verma
202501-00199,2025-01-27,CUST-3034,Smartphone 128GB,Electronics,2,712.63,0.05,1354.00,243.72,1597.72,UPI,Vancouver,Canada,North America,Michael Brown
202501-00200,2025-01-28,CUST-2292,"27"" Monitor",Electronics,2,1324.86,0.05,2517.23,453.10,2970.33,Wallet,London,UK,EMEA,James Wilson
202501-00201,2025-01-17,CUST-3762,Smartwatch,Wearables,5,160.18,0.00,800.90,144.16,945.06,Wallet,Manchester,UK,EMEA,James Wilson
202501-00202,2025-01-27,CUST-1464,"Laptop 15""",Electronics,1,1904.81,0.00,1904.81,342.87,2247.68,UPI,Kolkata,India,APAC,Arun Kumar
202501-00203,2025-01-20,CUST-1496,Bluetooth Speaker,Audio,5,137.18,0.00,685.90,123.46,809.36,Net Banking,New York,USA,North America,Sarah Miller
202501-00204,2025-01-10,CUST-8430,"Laptop 15""",Electronics,1,442.45,0.15,376.08,67.69,443.77,Debit Card,Manchester,UK,EMEA,Sofia Rossi
202501-00205,2025-01-11,CUST-6231,Standing Desk,Furniture,3,978.33,0.10,2641.49,475.47,3116.96,Cash on Delivery,Singapore,Singapore,APAC,Asha Verma
202501-00206,2025-01-11,CUST-4960,Bluetooth Speaker,Audio,1,128.96,0.00,128.96,23.21,152.17,Credit Card,London,UK,EMEA,Olivia Martin
202501-00207,2025-01-28,CUST-7850,Mechanical Keyboard,Accessories,2,123.89,0.00,247.78,44.60,292.38,Wallet,Manchester,UK,EMEA,Sofia Rossi
202501-00208,2025-01-25,CUST-3610,Bluetooth Speaker,Audio,5,202.72,0.00,1013.60,182.45,1196.05,Net Banking,Mumbai,India,APAC,Asha Verma
202501-00209,2025-01-31,CUST-7442,Smartphone 128GB,Electronics,4,1938.37,0.10,6978.13,1256.06,8234.19,Credit Card,Delhi,India,APAC,Mei Lin
202501-00210,2025-01-16,CUST-8710,"27"" Monitor",Electronics,5,165.13,0.05,784.37,141.19,925.56,UPI,Berlin,Germany,EMEA,Olivia Martin
202501-00211,2025-01-12,CUST-1741,Noise-Canceling Headphones,Audio,1,241.00,0.10,216.90,39.04,255.94,Credit Card,Munich,Germany,EMEA,Olivia Martin
202501-00212,2025-01-25,CUST-5582,External SSD 1TB,Storage,5,223.30,0.00,1116.50,200.97,1317.47,Net Banking,Berlin,Germany,EMEA,Liam Schmidt
202501-00213,2025-01-18,CUST-6990,Webcam HD,Accessories,2,37.87,0.00,75.74,13.63,89.37,Credit Card,Delhi,India,APAC,Rohit Iyer
202501-00214,2025-01-23,CUST-6456,Webcam HD,Accessories,4,82.71,0.05,314.30,56.57,370.87,UPI,Manchester,UK,EMEA,Sofia Rossi
202501-00215,2025-01-13,CUST-5902,Smartwatch,Wearables,3,343.80,0.15,876.69,157.80,1034.49,Wallet,Dubai,UAE,EMEA,Liam Schmidt
202501-00216,2025-01-16,CUST-1272,USB-C Hub,Accessories,3,104.33,0.00,312.99,56.34,369.33,Cash on Delivery,London,UK,EMEA,James Wilson
202501-00217,2025-01-20,CUST-8775,"27"" Monitor",Electronics,5,1218.62,0.00,6093.10,1096.76,7189.86,Cash on Delivery,Toronto,Canada,North America,Emily Davis
202501-00218,2025-01-17,CUST-7229,Wireless Mouse,Accessories,2,14.42,0.00,28.84,5.19,34.03,Credit Card,Kolkata,India,APAC,Asha Verma
202501-00219,2025-01-15,CUST-6139,Noise-Canceling Headphones,Audio,2,182.80,0.15,310.76,55.94,366.70,Wallet,Delhi,India,APAC,Rohit Iyer
202501-00220,2025-01-17,CUST-4397,Smartphone 128GB,Electronics,3,1996.53,0.15,5091.15,916.41,6007.56,UPI,Pune,India,APAC,Arun Kumar
202501-00221,2025-01-30,CUST-9734,USB-C Hub,Accessories,5,59.60,0.00,298.00,53.64,351.64,Wallet,San Francisco,USA,North America,Sarah Miller
202501-00222,2025-01-07,CUST-5038,"27"" Monitor",Electronics,5,702.22,0.00,3511.10,632.00,4143.10,UPI,London,UK,EMEA,Sofia Rossi
202501-00223,2025-01-23,CUST-9011,USB-C Hub,Accessories,4,58.83,0.00,235.32,42.36,277.68,Wallet,San Francisco,USA,North America,Michael Brown
202501-00224,2025-01-04,CUST-9899,Noise-Canceling Headphones,Audio,4,332.80,0.00,1331.20,239.62,1570.82,Debit Card,London,UK,EMEA,James Wilson
202501-00225,2025-01-10,CUST-2294,USB-C Hub,Accessories,4,101.84,0.00,407.36,73.32,480.68,Debit Card,Kolkata,India,APAC,Mei Lin
202501-00226,2025-01-30,CUST-5450,Wireless Mouse,Accessories,1,96.19,0.05,91.38,16.45,107.83,Credit Card,Vancouver,Canada,North America,Emily Davis
202501-00227,2025-01-21,CUST-4814,"Laptop 13""",Electronics,1,914.61,0.00,914.61,164.63,1079.24,Credit Card,Hyderabad,India,APAC,Asha Verma
202501-00228,2025-01-31,CUST-3587,Noise-Canceling Headphones,Audio,4,206.66,0.10,743.98,133.92,877.90,UPI,London,UK,EMEA,James Wilson
202501-00229,2025-01-30,CUST-2465,Office Chair,Furniture,5,324.35,0.00,1621.75,291.91,1913.66,Credit Card,Pune,India,APAC,Arun Kumar
202501-00230,2025-01-29,CUST-3880,Printer,Office,1,498.81,0.15,423.99,76.32,500.31,Debit Card,London,UK,EMEA,James Wilson
202501-00231,2025-01-01,CUST-5888,Smartwatch,Wearables,5,135.80,0.00,679.00,122.22,801.22,UPI,Melbourne,Australia,APAC,Arun Kumar
202501-00232,2025-01-29,CUST-3198,External SSD 1TB,Storage,5,172.32,0.00,861.60,155.09,1016.69,UPI,Pune,India,APAC,Arun Kumar
202501-00233,2025-01-21,CUST-5215,Standing Desk,Furniture,2,132.39,0.10,238.30,42.89,281.19,Cash on Delivery,Kolkata,India,APAC,Rohit Iyer
202501-00234,2025-01-20,CUST-7643,External SSD 1TB,Storage,4,183.67,0.00,734.68,132.24,866.92,Debit Card,Hyderabad,India,APAC,Arun Kumar
202501-00235,2025-01-11,CUST-5064,"Laptop 13""",Electronics,3,859.61,0.10,2320.95,417.77,2738.72,UPI,London,UK,EMEA,James Wilson
202501-00236,2025-01-09,CUST-6890,Standing Desk,Furniture,2,174.67,0.10,314.41,56.59,371.00,Debit Card,Munich,Germany,EMEA,Liam Schmidt
202501-00237,2025-01-23,CUST-2923,Office Chair,Furniture,3,443.44,0.05,1263.80,227.48,1491.28,Net Banking,Hyderabad,India,APAC,Arun Kumar
202501-00238,2025-01-24,CUST-7121,Noise-Canceling Headphones,Audio,5,367.73,0.00,1838.65,330.96,2169.61,Wallet,Kolkata,India,APAC,Rohit Iyer
202501-00239,2025-01-22,CUST-2341,Smartphone 128GB,Electronics,4,1127.12,0.00,4508.48,811.53,5320.01,Credit Card,Singapore,Singapore,APAC,Rohit Iyer
202501-00240,2025-01-19,CUST-9792,Wireless Mouse,Accessories,2,55.94,0.00,111.88,20.14,132.02,Wallet,Kolkata,India,APAC,Arun Kumar
202501-00241,2025-01-03,CUST-9361,Bluetooth Speaker,Audio,1,197.77,0.15,168.10,30.26,198.36,Cash on Delivery,Delhi,India,APAC,Arun Kumar
202501-00242,2025-01-22,CUST-6049,Standing Desk,Furniture,1,468.43,0.00,468.43,84.32,552.75,Wallet,Kolkata,India,APAC,Asha Verma
202501-00243,2025-01-02,CUST-7941,USB-C Hub,Accessories,1,85.76,0.00,85.76,15.44,101.20,Net Banking,Delhi,India,APAC,Mei Lin
202501-00244,2025-01-14,CUST-3948,Webcam HD,Accessories,2,117.22,0.00,234.44,42.20,276.64,Wallet,Sydney,Australia,APAC,Mei Lin
202501-00245,2025-01-29,CUST-7266,Bluetooth Speaker,Audio,4,168.99,0.00,675.96,121.67,797.63,Wallet,Singapore,Singapore,APAC,Rohit Iyer
202501-00246,2025-01-21,CUST-6697,"Laptop 15""",Electronics,2,1986.77,0.05,3774.86,679.47,4454.33,Wallet,New York,USA,North America,Chris Johnson
202501-00247,2025-01-25,CUST-1372,"27"" Monitor",Electronics,4,1395.97,0.15,4746.30,854.33,5600.63,Debit Card,New York,USA,North America,Sarah Miller
202501-00248,2025-01-12,CUST-3541,"27"" Monitor",Electronics,2,1884.21,0.00,3768.42,678.32,4446.74,Credit Card,Delhi,India,APAC,Arun Kumar
202501-00249,2025-01-20,CUST-1256,Mechanical Keyboard,Accessories,2,19.42,0.15,33.01,5.94,38.95,Cash on Delivery,Delhi,India,APAC,Rohit Iyer
202501-00250,2025-01-24,CUST-1724,Noise-Canceling Headphones,Audio,4,116.71,0.00,466.84,84.03,550.87,Debit Card,Vancouver,Canada,North America,Michael Brown
202501-00251,2025-01-08,CUST-6224,Smartwatch,Wearables,5,481.72,0.00,2408.60,433.55,2842.15,Debit Card,London,UK,EMEA,Sofia Rossi
202501-00252,2025-01-22,CUST-9540,Mechanical Keyboard,Accessories,4,52.07,0.05,197.87,35.62,233.49,Wallet,Sydney,Australia,APAC,Arun Kumar
202501-00253,2025-01-02,CUST-6642,Office Chair,Furniture,4,811.51,0.15,2759.13,496.64,3255.77,Net Banking,Hyderabad,India,APAC,Mei Lin
202501-00254,2025-01-13,CUST-4012,Webcam HD,Accessories,5,76.29,0.00,381.45,68.66,450.11,UPI,Hyderabad,India,APAC,Arun Kumar
202501-00255,2025-01-30,CUST-1944,Smartphone 128GB,Electronics,4,1940.40,0.05,7373.52,1327.23,8700.75,Net Banking,New York,USA,North America,Michael Brown
202501-00256,2025-01-07,CUST-6411,Office Chair,Furniture,1,931.56,0.00,931.56,167.68,1099.24,Credit Card,Singapore,Singapore,APAC,Rohit Iyer
202501-00257,2025-01-02,CUST-5398,Noise-Canceling Headphones,Audio,5,253.08,0.00,1265.40,227.77,1493.17,Debit Card,Dubai,UAE,EMEA,Sofia Rossi
202501-00258,2025-01-16,CUST-4422,External SSD 1TB,Storage,3,132.77,0.00,398.31,71.70,470.01,Debit Card,Kolkata,India,APAC,Asha Verma
202501-00259,2025-01-24,CUST-8846,Printer,Office,2,372.16,0.00,744.32,133.98,878.30,Net Banking,New York,USA,North America,Michael Brown
202501-00260,2025-01-25,CUST-5637,Noise-Canceling Headphones,Audio,4,227.45,0.10,818.82,147.39,966.21,UPI,Vancouver,Canada,North America,Sarah Miller
202501-00261,2025-01-15,CUST-2615,Webcam HD,Accessories,4,116.63,0.05,443.19,79.77,522.96,UPI,Manchester,UK,EMEA,Olivia Martin
202501-00262,2025-01-02,CUST-4625,Standing Desk,Furniture,2,134.27,0.15,228.26,41.09,269.35,UPI,Hyderabad,India,APAC,Rohit Iyer
202501-00263,2025-01-11,CUST-4768,Noise-Canceling Headphones,Audio,5,338.34,0.10,1522.53,274.06,1796.59,UPI,Toronto,Canada,North America,Sarah Miller
202501-00264,2025-01-15,CUST-3756,Standing Desk,Furniture,3,268.95,0.00,806.85,145.23,952.08,Net Banking,Pune,India,APAC,Asha Verma
202501-00265,2025-01-17,CUST-1554,External SSD 1TB,Storage,1,286.85,0.00,286.85,51.63,338.48,Credit Card,Sydney,Australia,APAC,Rohit Iyer
202501-00266,2025-01-27,CUST-4791,"Laptop 15""",Electronics,2,166.91,0.10,300.44,54.08,354.52,Credit Card,Toronto,Canada,North America,Sarah Miller
202501-00267,2025-01-01,CUST-1108,Smartphone 128GB,Electronics,5,910.98,0.10,4099.41,737.89,4837.30,Cash on Delivery,London,UK,EMEA,James Wilson
202501-00268,2025-01-17,CUST-8054,Webcam HD,Accessories,2,24.98,0.05,47.46,8.54,56.00,Debit Card,Kolkata,India,APAC,Mei Lin
202501-00269,2025-01-27,CUST-6807,"27"" Monitor",Electronics,4,296.19,0.00,1184.76,213.26,1398.02,Net Banking,Dubai,UAE,EMEA,Sofia Rossi
202501-00270,2025-01-23,CUST-4700,"27"" Monitor",Electronics,1,1359.41,0.00,1359.41,244.69,1604.10,Credit Card,Bengaluru,India,APAC,Arun Kumar
202501-00271,2025-01-13,CUST-7179,Smartphone 128GB,Electronics,4,253.81,0.05,964.48,173.61,1138.09,Credit Card,Toronto,Canada,North America,Sarah Miller
202501-00272,2025-01-21,CUST-6427,Smartwatch,Wearables,1,545.29,0.00,545.29,98.15,643.44,Debit Card,Kolkata,India,APAC,Arun Kumar
202501-00273,2025-01-09,CUST-1762,Printer,Office,1,367.46,0.00,367.46,66.14,433.60,Debit Card,Manchester,UK,EMEA,James Wilson
202501-00274,2025-01-31,CUST-4394,Smartwatch,Wearables,2,471.17,0.00,942.34,169.62,1111.96,Net Banking,Bengaluru,India,APAC,Mei Lin
202501-00275,2025-01-06,CUST-4939,Smartwatch,Wearables,4,432.06,0.15,1469.00,264.42,1733.42,Wallet,Hyderabad,India,APAC,Asha Verma
202501-00276,2025-01-17,CUST-6666,"Laptop 13""",Electronics,1,958.61,0.00,958.61,172.55,1131.16,UPI,Munich,Germany,EMEA,Liam Schmidt
202501-00277,2025-01-01,CUST-5478,Webcam HD,Accessories,4,78.68,0.15,267.51,48.15,315.66,Net Banking,Pune,India,APAC,Arun Kumar
202501-00278,2025-01-03,CUST-5839,Webcam HD,Accessories,2,109.84,0.05,208.70,37.57,246.27,Net Banking,Hyderabad,India,APAC,Arun Kumar
202501-00279,2025-01-11,CUST-6909,"Laptop 15""",Electronics,1,159.61,0.10,143.65,25.86,169.51,UPI,Chennai,India,APAC,Rohit Iyer
202501-00280,2025-01-03,CUST-4070,Noise-Canceling Headphones,Audio,4,236.08,0.00,944.32,169.98,1114.30,Credit Card,Bengaluru,India,APAC,Mei Lin
202501-00281,2025-01-18,CUST-2524,Smartwatch,Wearables,5,487.91,0.00,2439.55,439.12,2878.67,Credit Card,London,UK,EMEA,Olivia Martin
202501-00282,2025-01-13,CUST-2387,Standing Desk,Furniture,5,916.58,0.00,4582.90,824.92,5407.82,Cash on Delivery,Vancouver,Canada,North America,Emily Davis
202501-00283,2025-01-22,CUST-7237,Wireless Mouse,Accessories,2,47.65,0.05,90.53,16.30,106.83,Credit Card,Pune,India,APAC,Arun Kumar
202501-00284,2025-01-09,CUST-7899,"27"" Monitor",Electronics,4,1597.93,0.05,6072.13,1092.98,7165.11,Wallet,Toronto,Canada,North America,Emily Davis
202501-00285,2025-01-15,CUST-2752,Wireless Mouse,Accessories,3,10.95,0.15,27.92,5.03,32.95,UPI,Melbourne,Australia,APAC,Mei Lin
202501-00286,2025-01-14,CUST-3230,"27"" Monitor",Electronics,3,1265.94,0.00,3797.82,683.61,4481.43,Net Banking,Manchester,UK,EMEA,Sofia Rossi
202501-00287,2025-01-31,CUST-7524,USB-C Hub,Accessories,3,112.88,0.00,338.64,60.96,399.60,Cash on Delivery,New York,USA,North America,Michael Brown
202501-00288,2025-01-13,CUST-5592,External SSD 1TB,Storage,4,147.60,0.00,590.40,106.27,696.67,Debit Card,Dubai,UAE,EMEA,Sofia Rossi
202501-00289,2025-01-22,CUST-1440,Standing Desk,Furniture,4,949.82,0.10,3419.35,615.48,4034.83,Wallet,Bengaluru,India,APAC,Arun Kumar
202501-00290,2025-01-22,CUST-9180,Wireless Mouse,Accessories,3,43.88,0.00,131.64,23.70,155.34,Wallet,Sydney,Australia,APAC,Arun Kumar
202501-00291,2025-01-03,CUST-8357,Smartwatch,Wearables,4,382.77,0.15,1301.42,234.26,1535.68,Cash on Delivery,Delhi,India,APAC,Mei Lin
202501-00292,2025-01-23,CUST-9796,Smartwatch,Wearables,1,136.87,0.10,123.18,22.17,145.35,Debit Card,Delhi,India,APAC,Arun Kumar
202501-00293,2025-01-31,CUST-6432,Webcam HD,Accessories,4,24.83,0.05,94.35,16.98,111.33,Cash on Delivery,Vancouver,Canada,North America,Emily Davis
202501-00294,2025-01-15,CUST-7129,Noise-Canceling Headphones,Audio,4,315.77,0.05,1199.93,215.99,1415.92,UPI,Mumbai,India,APAC,Arun Kumar
202501-00295,2025-01-04,CUST-5840,Noise-Canceling Headphones,Audio,1,72.95,0.00,72.95,13.13,86.08,Debit Card,Berlin,Germany,EMEA,Liam Schmidt
202501-00296,2025-01-11,CUST-8460,Webcam HD,Accessories,2,82.96,0.00,165.92,29.87,195.79,Net Banking,Melbourne,Australia,APAC,Mei Lin
202501-00297,2025-01-03,CUST-5919,"Laptop 13""",Electronics,1,191.78,0.00,191.78,34.52,226.30,Wallet,Pune,India,APAC,Rohit Iyer
202501-00298,2025-01-17,CUST-3858,Smartphone 128GB,Electronics,2,762.33,0.15,1295.96,233.27,1529.23,Debit Card,Munich,Germany,EMEA,Sofia Rossi
202501-00299,2025-01-06,CUST-8080,Noise-Canceling Headphones,Audio,1,302.83,0.00,302.83,54.51,357.34,Net Banking,Dubai,UAE,EMEA,Olivia Martin
202501-00300,2025-01-13,CUST-1072,Standing Desk,Furniture,2,301.09,0.00,602.18,108.39,710.57,Credit Card,Dubai,UAE,EMEA,James Wilson
202501-00301,2025-01-26,CUST-9796,Wireless Mouse,Accessories,3,55.64,0.10,150.23,27.04,177.27,Wallet,Toronto,Canada,North America,Michael Brown
202501-00302,2025-01-20,CUST-7367,Smartwatch,Wearables,4,385.24,0.15,1309.82,235.77,1545.59,Cash on Delivery,Pune,India,APAC,Mei Lin
202501-00303,2025-01-30,CUST-2388,Office Chair,Furniture,2,395.60,0.00,791.20,142.42,933.62,Debit Card,Berlin,Germany,EMEA,Sofia Rossi
202501-00304,2025-01-17,CUST-7364,Noise-Canceling Headphones,Audio,5,81.01,0.05,384.80,69.26,454.06,Net Banking,Singapore,Singapore,APAC,Rohit Iyer
202501-00305,2025-01-18,CUST-3733,Bluetooth Speaker,Audio,3,81.91,0.15,208.87,37.60,246.47,Cash on Delivery,Delhi,India,APAC,Mei Lin
202501-00306,2025-01-31,CUST-1157,Bluetooth Speaker,Audio,2,102.20,0.15,173.74,31.27,205.01,Net Banking,Toronto,Canada,North America,Sarah Miller
202501-00307,2025-01-23,CUST-8272,Bluetooth Speaker,Audio,2,60.59,0.05,115.12,20.72,135.84,UPI,Delhi,India,APAC,Mei Lin
202501-00308,2025-01-08,CUST-9808,"27"" Monitor",Electronics,2,1594.37,0.15,2710.43,487.88,3198.31,Cash on Delivery,Vancouver,Canada,North America,Chris Johnson
202501-00309,2025-01-19,CUST-2871,"27"" Monitor",Electronics,5,1673.07,0.00,8365.35,1505.76,9871.11,Wallet,Melbourne,Australia,APAC,Rohit Iyer
202501-00310,2025-01-14,CUST-2677,Standing Desk,Furniture,2,381.98,0.00,763.96,137.51,901.47,Net Banking,San Francisco,USA,North America,Michael Brown
202501-00311,2025-01-28,CUST-2425,Bluetooth Speaker,Audio,1,316.98,0.10,285.28,51.35,336.63,Wallet,Sydney,Australia,APAC,Rohit Iyer
202501-00312,2025-01-20,CUST-3281,Webcam HD,Accessories,2,123.89,0.00,247.78,44.60,292.38,Cash on Delivery,Berlin,Germany,EMEA,Liam Schmidt
202501-00313,2025-01-20,CUST-9827,Wireless Mouse,Accessories,3,147.06,0.10,397.06,71.47,468.53,Cash on Delivery,Chennai,India,APAC,Rohit Iyer
202501-00314,2025-01-31,CUST-7743,Printer,Office,1,496.84,0.00,496.84,89.43,586.27,Debit Card,Hyderabad,India,APAC,Rohit Iyer
202501-00315,2025-01-05,CUST-6277,External SSD 1TB,Storage,2,242.75,0.00,485.50,87.39,572.89,Net Banking,Hyderabad,India,APAC,Mei Lin
202501-00316,2025-01-21,CUST-7786,Noise-Canceling Headphones,Audio,4,57.94,0.00,231.76,41.72,273.48,Credit Card,Munich,Germany,EMEA,Liam Schmidt
202501-00317,2025-01-23,CUST-7046,Bluetooth Speaker,Audio,4,151.10,0.00,604.40,108.79,713.19,Wallet,Melbourne,Australia,APAC,Mei Lin
202501-00318,2025-01-28,CUST-2037,Webcam HD,Accessories,5,65.68,0.00,328.40,59.11,387.51,Debit Card,Toronto,Canada,North America,Michael Brown
202501-00319,2025-01-11,CUST-5646,USB-C Hub,Accessories,5,90.91,0.15,386.37,69.55,455.92,UPI,Delhi,India,APAC,Asha Verma
202501-00320,2025-01-04,CUST-8529,"Laptop 13""",Electronics,1,1869.45,0.15,1589.03,286.03,1875.06,Credit Card,Sydney,Australia,APAC,Rohit Iyer
202501-00321,2025-01-23,CUST-3161,Printer,Office,3,146.77,0.00,440.31,79.26,519.57,UPI,Bengaluru,India,APAC,Mei Lin
202501-00322,2025-01-09,CUST-2350,USB-C Hub,Accessories,2,17.25,0.00,34.50,6.21,40.71,Wallet,New York,USA,North America,Sarah Miller
202501-00323,2025-01-21,CUST-2494,Standing Desk,Furniture,1,120.96,0.05,114.91,20.68,135.59,Cash on Delivery,New York,USA,North America,Sarah Miller
202501-00324,2025-01-01,CUST-1132,Standing Desk,Furniture,3,839.06,0.00,2517.18,453.09,2970.27,Net Banking,Hyderabad,India,APAC,Arun Kumar
202501-00325,2025-01-03,CUST-4751,Noise-Canceling Headphones,Audio,1,300.38,0.10,270.34,48.66,319.00,UPI,London,UK,EMEA,Sofia Rossi
202501-00326,2025-01-13,CUST-3181,Office Chair,Furniture,2,180.20,0.05,342.38,61.63,404.01,Net Banking,Berlin,Germany,EMEA,Sofia Rossi
202501-00327,2025-01-21,CUST-3480,Printer,Office,4,338.75,0.05,1287.25,231.70,1518.95,Credit Card,Chennai,India,APAC,Rohit Iyer
202501-00328,2025-01-25,CUST-3017,Smartwatch,Wearables,4,262.80,0.05,998.64,179.76,1178.40,Debit Card,San Francisco,USA,North America,Chris Johnson
202501-00329,2025-01-08,CUST-5668,Webcam HD,Accessories,1,128.70,0.00,128.70,23.17,151.87,UPI,Kolkata,India,APAC,Rohit Iyer
202501-00330,2025-01-24,CUST-7418,"27"" Monitor",Electronics,1,1600.03,0.00,1600.03,288.01,1888.04,Debit Card,Toronto,Canada,North America,Sarah Miller
202501-00331,2025-01-04,CUST-4949,Bluetooth Speaker,Audio,5,56.27,0.00,281.35,50.64,331.99,Credit Card,Berlin,Germany,EMEA,Liam Schmidt
202501-00332,2025-01-05,CUST-7337,External SSD 1TB,Storage,5,161.01,0.05,764.80,137.66,902.46,Net Banking,Bengaluru,India,APAC,Asha Verma
202501-00333,2025-01-19,CUST-2106,"Laptop 13""",Electronics,3,549.12,0.00,1647.36,296.52,1943.88,Net Banking,Vancouver,Canada,North America,Michael Brown
202501-00334,2025-01-21,CUST-9209,Webcam HD,Accessories,4,69.30,0.05,263.34,47.40,310.74,UPI,Bengaluru,India,APAC,Mei Lin
202501-00335,2025-01-03,CUST-9377,Printer,Office,2,489.21,0.10,880.58,158.50,1039.08,Net Banking,Dubai,UAE,EMEA,James Wilson
202501-00336,2025-01-10,CUST-8167,Standing Desk,Furniture,2,170.96,0.15,290.63,52.31,342.94,Credit Card,Melbourne,Australia,APAC,Asha Verma
